Problem,Package,File,Priority,Line,Description,Rule set,Rule
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecockpits/resources/localization/b2btechretailstorecockpits-locales_en.properties,2,32,Property 'desktop.ui.experience.label.key' contains the key '.key' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecockpits/resources/localization/b2btechretailstorecockpits-locales_en.properties,2,33,Property 'mobile.ui.experience.label.key' contains the key '.key' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/qa2/db.properties,1,4,Properties file contains a managed property 'db.url'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/qa2/db.properties,1,5,Properties file contains a managed property 'db.driver'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/qa2/db.properties,1,6,Properties file contains a managed property 'db.username'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/qa2/db.properties,2,6,Property 'db.username' contains the key '.username' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/qa2/db.properties,2,6,Property 'db.username' contains the key '.user' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/qa2/db.properties,1,7,Properties file contains a managed property 'db.password'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/qa2/db.properties,2,7,Property 'db.password' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/qa2/db.properties,1,12,Properties file contains a managed property 'tenant.restart.on.connection.error'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/local/10-local.properties,1,2,Properties file contains a managed property 'db.url'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/local/10-local.properties,1,3,Properties file contains a managed property 'db.driver'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/local/10-local.properties,1,4,Properties file contains a managed property 'db.username'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/local/10-local.properties,2,4,Property 'db.username' contains the key '.username' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/local/10-local.properties,2,4,Property 'db.username' contains the key '.user' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/local/10-local.properties,1,5,Properties file contains a managed property 'db.password'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/local/10-local.properties,2,5,Property 'db.password' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/local/10-local.properties,1,6,Properties file contains a managed property 'db.tableprefix'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/local/10-local.properties,1,8,Properties file contains a managed property 'solrserver.instances.default.autostart'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorebackoffice/resources/b2btechretailstorebackoffice-backoffice-labels/labels_en.properties,2,76,Property 'com.hybris.cockpitng.widgets.configurableflow.create.b2btechretailstoreproduct.keyfields.label' contains the key '.key' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorebackoffice/resources/b2btechretailstorebackoffice-backoffice-labels/labels_en.properties,2,77,Property 'com.hybris.cockpitng.widgets.configurableflow.create.b2btechretailstoreproduct.keyfields.sublabel' contains the key '.key' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorebackoffice/resources/b2btechretailstorebackoffice-backoffice-labels/labels_en.properties,2,78,Property 'com.hybris.cockpitng.widgets.configurableflow.create.b2btechretailstoreproduct.identifiers.label' contains the key '.id' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorebackoffice/resources/b2btechretailstorebackoffice-backoffice-labels/labels_en.properties,2,79,Property 'com.hybris.cockpitng.widgets.configurableflow.create.b2btechretailstoreproduct.identifiers.sublabel' contains the key '.id' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecockpits/resources/localization/b2btechretailstorecockpits-locales_es_CO.properties,2,32,Property 'desktop.ui.experience.label.key' contains the key '.key' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecockpits/resources/localization/b2btechretailstorecockpits-locales_es_CO.properties,2,33,Property 'mobile.ui.experience.label.key' contains the key '.key' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_de.properties,2,31,Property 'field.password.notallowed.chars' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_de.properties,2,32,Property 'field.password.min.one.number' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_de.properties,2,33,Property 'field.password.min.one.uppercase' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_de.properties,2,34,Property 'field.password.min.one.special.char' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_de.properties,2,35,Property 'field.password.min.six.characters' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_id.properties,2,31,Property 'field.password.notallowed.chars' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_id.properties,2,32,Property 'field.password.min.one.number' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_id.properties,2,33,Property 'field.password.min.one.uppercase' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_id.properties,2,34,Property 'field.password.min.one.special.char' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_id.properties,2,35,Property 'field.password.min.six.characters' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/prod/local.properties,1,2,Properties file contains a managed property 'java.mem'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/prod/local.properties,1,7,Properties file contains a managed property 'clustermode'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/prod/local.properties,1,8,Properties file contains a managed property 'cluster.broadcast.methods'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/prod/local.properties,2,19,Property 'jco.client.user' contains the key '.user' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/prod/local.properties,2,24,Property 'jco.system.id' contains the key '.id' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_zh_TW.properties,2,31,Property 'field.password.notallowed.chars' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_zh_TW.properties,2,32,Property 'field.password.min.one.number' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_zh_TW.properties,2,33,Property 'field.password.min.one.uppercase' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_zh_TW.properties,2,34,Property 'field.password.min.one.special.char' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_zh_TW.properties,2,35,Property 'field.password.min.six.characters' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecockpits/resources/localization/b2btechretailstorecockpits-locales_de.properties,2,32,Property 'desktop.ui.experience.label.key' contains the key '.key' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecockpits/resources/localization/b2btechretailstorecockpits-locales_de.properties,2,33,Property 'mobile.ui.experience.label.key' contains the key '.key' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecockpits/resources/localization/b2btechretailstorecockpits-locales_id.properties,2,32,Property 'desktop.ui.experience.label.key' contains the key '.key' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecockpits/resources/localization/b2btechretailstorecockpits-locales_id.properties,2,33,Property 'mobile.ui.experience.label.key' contains the key '.key' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages.properties,2,31,Property 'field.password.notallowed.chars' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages.properties,2,32,Property 'field.password.min.one.number' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages.properties,2,33,Property 'field.password.min.one.uppercase' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages.properties,2,34,Property 'field.password.min.one.special.char' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages.properties,2,35,Property 'field.password.min.six.characters' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_ko.properties,2,31,Property 'field.password.notallowed.chars' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_ko.properties,2,32,Property 'field.password.min.one.number' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_ko.properties,2,33,Property 'field.password.min.one.uppercase' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_ko.properties,2,34,Property 'field.password.min.one.special.char' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_ko.properties,2,35,Property 'field.password.min.six.characters' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_hi.properties,2,31,Property 'field.password.notallowed.chars' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_hi.properties,2,32,Property 'field.password.min.one.number' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_hi.properties,2,33,Property 'field.password.min.one.uppercase' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_hi.properties,2,34,Property 'field.password.min.one.special.char' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_hi.properties,2,35,Property 'field.password.min.six.characters' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_fr.properties,2,31,Property 'field.password.notallowed.chars' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_fr.properties,2,32,Property 'field.password.min.one.number' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_fr.properties,2,33,Property 'field.password.min.one.uppercase' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_fr.properties,2,34,Property 'field.password.min.one.special.char' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/webroot/WEB-INF/messages/messages_fr.properties,2,35,Property 'field.password.min.six.characters' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/local/90-local.properties,1,23,Properties file contains a managed property 'solrserver.instances.default.autostart'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/local/90-local.properties,2,43,Property 'jco.client.user' contains the key '.user' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/local/90-local.properties,2,48,Property 'jco.system.id' contains the key '.id' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/training/db.properties,1,4,Properties file contains a managed property 'db.url'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/training/db.properties,1,5,Properties file contains a managed property 'db.driver'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/training/db.properties,1,6,Properties file contains a managed property 'db.username'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/training/db.properties,2,6,Property 'db.username' contains the key '.username' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/training/db.properties,2,6,Property 'db.username' contains the key '.user' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/training/db.properties,1,7,Properties file contains a managed property 'db.password'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/training/db.properties,2,7,Property 'db.password' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/training/db.properties,1,12,Properties file contains a managed property 'tenant.restart.on.connection.error'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/dr/local.properties,1,5,Properties file contains a managed property 'clustermode'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/dr/local.properties,1,6,Properties file contains a managed property 'cluster.broadcast.methods'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/dr/local.properties,2,17,Property 'jco.client.user' contains the key '.user' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/dev/db.properties,1,4,Properties file contains a managed property 'db.url'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/dev/db.properties,1,5,Properties file contains a managed property 'db.driver'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/dev/db.properties,1,6,Properties file contains a managed property 'db.username'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/dev/db.properties,2,6,Property 'db.username' contains the key '.username' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/dev/db.properties,2,6,Property 'db.username' contains the key '.user' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/b2btechretailstore/repository/hybris/env/dev/db.properties,1,7,Properties file contains a managed property 'db.password'.,Commerce Incompatibilities,ManagedPropertiesValidation
"",,/b2btechretailstore/repository/hybris/env/dev/db.properties,2,7,Property 'db.password' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
